GEO_ID|B25077_E001|B25077_M001
1500000US340258029001|461800|11411
1500000US340258030001|540500|166002
1500000US340258030002|503800|107162
1500000US340258030003|422300|60931
1500000US340258030004|367600|47175
1500000US340258031001|523700|64540
1500000US340258031002|441000|24848
1500000US340258032011|540900|67786
1500000US340258032012|575600|53422
1500000US340258032021|1045500|91623
1500000US340258032022|825500|73155
1500000US340258032023|834300|87457
1500000US340258033001|747000|124859
1500000US340258033002|865600|89137
1500000US340258033003|1127900|59162
1500000US340258033004|878000|105672
1500000US340258033005|929300|117746
1500000US340258034001|341000|38883
1500000US340258034002|315100|92116
1500000US340258034003|461100|89346
1500000US340258034004|569700|216290
1500000US340258035001|538000|91892
1500000US340258035002|-666666666|-222222222
1500000US340258036011|659100|225500
1500000US340258036012|573500|101067
1500000US340258036021|638200|104122
1500000US340258036022|441500|74397
1500000US340258036023|590100|76576
1500000US340258037001|1216700|156750
1500000US340258037002|838200|66251
1500000US340258037003|956100|144722
1500000US340258037004|950400|54869
1500000US340258037005|882000|133305
1500000US340258038001|1800000|428436
1500000US340258038002|2000001|-333333333
1500000US340258038003|1300000|254289
1500000US340258038004|2000001|-333333333
1500000US340258039001|963500|159413
1500000US340258039002|1815500|505335
1500000US340258039003|1104200|170495
1500000US340258041001|700000|296090
1500000US340258041002|818900|201045
1500000US340258041003|976300|137860
1500000US340258042001|819000|204206
1500000US340258042002|732100|379921
1500000US340258042003|938800|92650
1500000US340258042004|869000|156358
1500000US340258046001|635300|116322
1500000US340258046002|648600|52700
1500000US340258048011|455300|28628
1500000US340258048012|461100|25287
1500000US340258048013|285200|37660
1500000US340258048021|-666666666|-222222222
1500000US340258048022|723600|134505
1500000US340258048023|-666666666|-222222222
1500000US340258048024|318600|63209
1500000US340258050011|-666666666|-222222222
1500000US340258050012|407800|40895
1500000US340258050013|-666666666|-222222222
1500000US340258051001|568000|81632
1500000US340258051002|523200|66694
1500000US340258051003|641800|43554
1500000US340258053001|601600|82239
1500000US340258053002|696400|101221
1500000US340258053003|1061600|105477
1500000US340258053004|566900|98072
1500000US340258053005|870700|205229
1500000US340258054001|531400|82845
1500000US340258054002|920500|280611
1500000US340258054003|563500|109769
1500000US340258055001|343500|26728
1500000US340258055002|350400|56629
1500000US340258055003|468200|230245
1500000US340258055004|662500|518716
1500000US340258056001|347100|11937
1500000US340258056002|354000|91405
1500000US340258057001|391300|61803
1500000US340258057002|426700|196676
1500000US340258057003|357100|69236
1500000US340258058001|2000001|-333333333
1500000US340258058002|2000001|-333333333
1500000US340258058003|-666666666|-222222222
1500000US340258058004|-666666666|-222222222
1500000US340258059001|467300|115717
1500000US340258059002|584000|64921
1500000US340258059003|515400|88418
1500000US340258059004|388100|338233
1500000US340258059005|350900|33311
1500000US340258060001|609400|334021
1500000US340258060002|825000|135649
1500000US340258060003|644700|111740
1500000US340258061001|525400|156398
1500000US340258061002|644800|65815
1500000US340258061003|651900|63976
1500000US340258062011|962100|182566
1500000US340258062012|657500|33981
1500000US340258062021|485200|63517
1500000US340258062022|624100|25587
1500000US340258062023|535700|101998
1500000US340258063001|963500|214129
1500000US340258063002|959200|213567
1500000US340258064001|616000|56965
1500000US340258064002|633400|70453
1500000US340258064003|649000|94572
1500000US340258065011|-666666666|-222222222
1500000US340258065012|566900|36615
1500000US340258065021|664500|80686
1500000US340258065022|357700|19106
1500000US340258065031|853200|38232
1500000US340258065032|614900|27374
1500000US340258065041|785700|230878
1500000US340258065042|660400|63288
1500000US340258066001|509500|73211
1500000US340258066002|615100|45408
1500000US340258066003|1106400|531445
1500000US340258066004|484300|85584
1500000US340258066005|555600|92492
1500000US340258070041|798100|516116
1500000US340258070042|435200|85911
1500000US340258070043|403800|275755
1500000US340258070044|428300|91224
1500000US340258070051|475000|238997
1500000US340258070052|742200|120295
1500000US340258070061|330000|130872
1500000US340258070062|-666666666|-222222222
1500000US340258070063|-666666666|-222222222
1500000US340258071001|-666666666|-222222222
1500000US340258071002|625000|45975
1500000US340258071003|-666666666|-222222222
1500000US340258071004|529800|118270
1500000US340258072001|284100|129709
1500000US340258073001|-666666666|-222222222
1500000US340258073002|226500|72823
1500000US340258073003|138700|6431
1500000US340258074011|1518000|1093206
1500000US340258074012|987200|188920
1500000US340258074021|669400|113135
1500000US340258074022|600200|66536
1500000US340258075001|285900|145201
1500000US340258075002|349600|15736
1500000US340258075003|269900|34042
1500000US340258076001|236100|72161
1500000US340258076002|378400|166893
1500000US340258076003|285000|119346
1500000US340258077001|419400|75101
1500000US340258077002|442300|34926
1500000US340258077003|290400|40111
1500000US340258077004|369100|70396
1500000US340258078001|393300|52056
1500000US340258078002|415100|71447
1500000US340258078003|385400|41747
1500000US340258079001|444400|52898
1500000US340258079002|401400|51088
1500000US340258080011|448000|30448
1500000US340258080012|511100|69470
1500000US340258080013|559200|38843
1500000US340258080014|461100|21293
1500000US340258080021|393300|32991
1500000US340258080022|385700|24643
1500000US340258081001|394800|54851
1500000US340258081002|427500|48332
1500000US340258081003|427800|37237
1500000US340258081004|328400|53773
1500000US340258082011|754600|137567
1500000US340258082012|1108800|158686
1500000US340258082013|907300|189536
1500000US340258082021|1501600|1455994
1500000US340258082022|831800|122319
1500000US340258083001|1458300|279599
1500000US340258083002|1267000|198544
1500000US340258084011|937500|479711
1500000US340258084012|946900|356493
1500000US340258084013|773000|214326
1500000US340258084021|769500|154818
1500000US340258084022|478900|177122
1500000US340258084023|806700|417215
1500000US340258084024|824500|68181
1500000US340258085011|541100|153027
1500000US340258085012|832100|66350
1500000US340258085013|457000|42119
1500000US340258085021|416800|61489
1500000US340258085022|457100|21272
1500000US340258085023|561300|103745
1500000US340258086001|673600|119319
1500000US340258086002|560900|118234
1500000US340258086003|783800|87599
1500000US340258086004|668200|76178
1500000US340258087011|870900|46503
1500000US340258087012|612300|54647
1500000US340258087013|744400|134234
1500000US340258087021|709000|153689
1500000US340258087022|680400|39353
1500000US340258087023|868300|19986
1500000US340258088001|645400|40836
1500000US340258088002|944300|116999
1500000US340258088003|746400|129392
1500000US340258088004|654600|33104
1500000US340258089011|632600|29124
1500000US340258089012|659900|105478
1500000US340258089021|824400|143302
1500000US340258089022|679600|132860
1500000US340258089023|609400|402593
1500000US340258090001|627600|107674
1500000US340258090002|604500|26901
1500000US340258091001|1994800|325798
1500000US340258091002|2000001|-333333333
1500000US340258091003|2000001|-333333333
1500000US340258091004|2000001|-333333333
1500000US340258092001|2000001|-333333333
1500000US340258092002|1581300|484831
1500000US340258093011|844500|54107
1500000US340258093012|719600|91443
1500000US340258093013|952100|127040
1500000US340258093021|1127300|321822
1500000US340258093022|1071400|111118
1500000US340258093023|1009700|90287
1500000US340258094001|809700|55270
1500000US340258094002|683100|49962
1500000US340258094003|777200|98217
1500000US340258094004|919100|53216
1500000US340258095031|625900|54074
1500000US340258095032|597500|69856
1500000US340258095033|605600|218417
1500000US340258095041|1036600|101704
1500000US340258095051|843900|34326
1500000US340258095052|821800|49873
1500000US340258095053|803800|116014
1500000US340258095061|382600|60995
1500000US340258095062|619500|99780
1500000US340258096001|661400|50649
1500000US340258096002|710600|126814
1500000US340258096003|594600|241388
1500000US340258096004|550600|105591
1500000US340258097011|815400|150620
1500000US340258097012|634300|30485
1500000US340258097031|682700|47764
1500000US340258097032|625700|65606
1500000US340258097033|444000|8634
1500000US340258097041|799600|44508
1500000US340258097042|541100|82286
1500000US340258097043|1156300|212210
1500000US340258097044|629200|94770
1500000US340258099011|904600|77960
1500000US340258099012|918100|79007
1500000US340258099013|845500|132373
1500000US340258099021|822300|117597
1500000US340258099022|734400|145808
1500000US340258099023|947200|312393
1500000US340258099031|-666666666|-222222222
1500000US340258100011|743700|97149
1500000US340258100012|485600|86801
1500000US340258100013|688400|108092
1500000US340258100014|691000|41847
1500000US340258100021|569600|39493
1500000US340258100022|226700|46439
1500000US340258100031|529200|75203
1500000US340258100032|463100|62136
1500000US340258100033|667500|59697
1500000US340258100041|612700|52456
1500000US340258100042|650900|28548
1500000US340258100043|763800|87455
1500000US340258101011|655000|55446
1500000US340258101012|624700|34899
1500000US340258101013|599700|29750
1500000US340258101021|538200|61213
1500000US340258101022|579700|53423
1500000US340258102011|858400|336086
1500000US340258102012|612400|127659
1500000US340258102013|966500|172652
1500000US340258102021|426900|176183
1500000US340258102022|568500|49411
1500000US340258102023|691200|41400
1500000US340258102024|508600|197552
1500000US340258103001|479000|83482
1500000US340258104011|538900|128387
1500000US340258104012|629000|54968
1500000US340258104013|651900|38402
1500000US340258104021|650700|28866
1500000US340258104022|734100|120505
1500000US340258104023|441500|44362
1500000US340258104024|653200|222891
1500000US340258105011|297600|44764
1500000US340258105012|559300|46412
1500000US340258105031|313500|53894
1500000US340258105032|389600|55638
1500000US340258105033|393600|43420
1500000US340258105041|578500|57651
1500000US340258105042|620500|38235
1500000US340258105051|564100|70057
1500000US340258105052|646200|35405
1500000US340258106001|603500|41203
1500000US340258106002|611800|97102
1500000US340258106003|636400|43897
1500000US340258106004|-666666666|-222222222
1500000US340258106005|158300|33364
1500000US340258107001|458200|38504
1500000US340258107002|423000|42756
1500000US340258108001|392500|122395
1500000US340258108002|315600|79792
1500000US340258109001|373300|23415
1500000US340258109002|433100|24006
1500000US340258110001|372100|167413
1500000US340258110002|318900|43163
1500000US340258111011|365600|51391
1500000US340258111012|429200|62810
1500000US340258111013|363500|10900
1500000US340258111014|284300|16866
1500000US340258111021|793300|118163
1500000US340258111022|658700|57975
1500000US340258111023|620800|55226
1500000US340258111024|700100|93576
1500000US340258112001|398200|81541
1500000US340258112002|534500|150578
1500000US340258112003|327400|71964
1500000US340258112004|511900|127749
1500000US340258113011|415500|38172
1500000US340258113012|541000|51605
1500000US340258113013|-666666666|-222222222
1500000US340258113031|448200|34817
1500000US340258113032|403400|52983
1500000US340258113033|485600|39784
1500000US340258113041|388800|120400
1500000US340258113042|475000|37857
1500000US340258114011|554600|45905
1500000US340258114012|446800|16940
1500000US340258114013|457900|35477
1500000US340258114021|442700|67871
1500000US340258114022|443300|28799
1500000US340258114023|325800|59042
1500000US340258115011|421300|56757
1500000US340258115012|477400|80162
1500000US340258115013|426200|32825
1500000US340258115014|586500|67727
1500000US340258115021|579400|34086
1500000US340258115022|418600|97499
1500000US340258116001|453500|21309
1500000US340258116002|347900|26759
1500000US340258119001|587400|78807
1500000US340258119002|708200|69635
1500000US340258119003|838400|72679
1500000US340258120001|397100|18697
1500000US340258121001|1097800|365518
1500000US340258121002|721300|133681
1500000US340258122001|445200|61364
1500000US340258122002|320700|136534
1500000US340258122003|480000|123072
1500000US340258123001|671200|43358
1500000US340258123002|992500|81162
1500000US340258123003|350000|179443
1500000US340258124001|935600|49456
1500000US340258124002|1179900|87552
1500000US340258124003|1329500|493517
1500000US340258125011|554300|118871
1500000US340258125012|612800|46452
1500000US340258125013|633700|90252
1500000US340258125014|742500|162487
1500000US340258125021|700700|60519
1500000US340258125022|716500|64666
1500000US340258125023|354600|20862
1500000US340258126001|392800|86770
1500000US340258126002|642600|29737
1500000US340258126003|442300|226450
1500000US340258126004|489200|80233
1500000US340259900000|-666666666|-222222222
1500000US340270401011|470800|32305
1500000US340270401012|632700|89450
1500000US340270401013|625000|208936
1500000US340270401021|287400|29513
1500000US340270401022|400300|57582
1500000US340270401023|467900|43898
1500000US340270401024|345500|32552
1500000US340270402001|580600|95282
1500000US340270402002|385300|46648
1500000US340270402003|493600|152596
1500000US340270402004|446900|99295
1500000US340270402005|462900|32004
1500000US340270402006|592200|85150
1500000US340270402007|645400|65636
1500000US340270403011|486800|136556
1500000US340270403012|357200|26806
1500000US340270403021|549800|290398
1500000US340270403022|604400|32010
1500000US340270404001|454900|46681
1500000US340270404002|348100|17170
1500000US340270404003|394300|44608
1500000US340270405001|405600|55393
1500000US340270405002|444200|48308
1500000US340270405003|400500|45877
1500000US340270406001|466900|30059
1500000US340270406002|487300|82591
1500000US340270406003|329800|27977
1500000US340270407011|623600|40159
1500000US340270407012|651900|118165
1500000US340270407013|725300|86455
1500000US340270407021|547100|70657
1500000US340270407022|766500|95785
1500000US340270408011|666300|50292
1500000US340270408012|587300|120545
1500000US340270408013|768900|118609
1500000US340270408031|453800|226161
1500000US340270408032|630700|14118
1500000US340270408033|749600|105174
1500000US340270408034|741600|106427
1500000US340270408041|627800|31364
1500000US340270408042|456700|65252
1500000US340270408051|666800|71697
1500000US340270408052|691400|96906
1500000US340270408053|794900|92949
1500000US340270409001|624500|41387
1500000US340270409002|763300|88826
1500000US340270410001|458600|35433
1500000US340270410002|430600|80323
1500000US340270410003|514400|165021
1500000US340270410004|458100|23107
1500000US340270410005|492100|94513
1500000US340270411001|499300|65705
1500000US340270411002|416100|57396
1500000US340270411003|635900|45053
1500000US340270412001|1044200|110274
1500000US340270412002|780000|96414
1500000US340270412003|1178800|151230
1500000US340270413001|473800|63596
1500000US340270413002|812500|252853
1500000US340270413003|575000|60222
1500000US340270414001|511200|77532
1500000US340270414002|445600|30323
1500000US340270414003|445700|131502
1500000US340270414004|412500|109421
1500000US340270415001|587900|53926
1500000US340270415002|484100|23423
1500000US340270415003|781400|75037
1500000US340270416021|531700|70323
1500000US340270416022|418300|32600
1500000US340270416031|572200|54095
1500000US340270416032|604400|38305
1500000US340270416041|525900|86031
1500000US340270416042|621900|23345
1500000US340270416043|624300|28746
1500000US340270416051|606500|117580
1500000US340270416052|648100|51364
1500000US340270416053|532600|127724
1500000US340270416061|225100|24237
1500000US340270416062|528400|153954
1500000US340270417011|455300|42246
1500000US340270417012|449500|67893
1500000US340270417013|381600|77919
1500000US340270417014|-666666666|-222222222
1500000US340270417015|-666666666|-222222222
1500000US340270417021|299300|80840
1500000US340270417022|299600|74373
1500000US340270417023|348000|79996
1500000US340270417024|390900|32105
1500000US340270417041|584200|39313
1500000US340270417042|648400|278262
1500000US340270417043|569600|38848
1500000US340270417051|594200|15338
1500000US340270417061|645000|36803
1500000US340270417062|563400|126970
1500000US340270417063|-666666666|-222222222
1500000US340270417064|-666666666|-222222222
1500000US340270418011|432700|33291
1500000US340270418012|467400|39074
1500000US340270418021|454600|78005
1500000US340270418022|501400|85151
1500000US340270418023|498200|51468
1500000US340270418024|482600|84830
1500000US340270418031|616800|44280
1500000US340270418032|613900|10613
1500000US340270418033|674000|43123
1500000US340270419011|661100|45132
1500000US340270419012|691200|74662
1500000US340270419013|645900|39079
1500000US340270419021|807300|65103
1500000US340270419022|614300|33552
1500000US340270420001|569700|111085
1500000US340270420002|716400|57405
1500000US340270420003|466900|107056
1500000US340270421001|603200|30098
1500000US340270421002|660000|29545
1500000US340270422001|612100|16060
1500000US340270422002|622500|75281
1500000US340270422003|781300|151190
1500000US340270422004|615700|46015
1500000US340270423011|645400|56428
1500000US340270423012|614200|25506
1500000US340270423021|670000|46160
1500000US340270423022|519800|64942
1500000US340270425001|702600|43571
1500000US340270425002|834900|49688
1500000US340270426011|1022200|256601
1500000US340270426012|831900|85066
1500000US340270426021|493500|151941
1500000US340270426022|892600|180707
1500000US340270426023|485700|66147
1500000US340270427001|906300|57608
1500000US340270427002|914700|76568
1500000US340270427003|889900|54697
1500000US340270428001|947100|201091
1500000US340270428002|946200|92437
1500000US340270428003|1607600|358546
1500000US340270428004|938300|55962
1500000US340270428005|875000|119750
1500000US340270429001|695900|53194
1500000US340270429002|477800|117943
1500000US340270429003|697200|225628
1500000US340270430001|820000|108932
1500000US340270430002|885400|169572
1500000US340270430003|716800|106142
1500000US340270430004|680100|122513
1500000US340270431001|1173300|108700
1500000US340270431002|1160700|151048
1500000US340270431003|1213600|198067
1500000US340270432001|731100|116841
1500000US340270432002|987000|137164
1500000US340270432003|811100|199394
1500000US340270433011|750000|65573
1500000US340270433012|517100|90986
1500000US340270433021|696900|90305
1500000US340270433022|803200|47582
1500000US340270433031|824500|66672
1500000US340270433032|836900|45070
1500000US340270434011|555000|99424
1500000US340270434012|774800|143383
1500000US340270434013|637500|166213
1500000US340270434014|517500|76369
1500000US340270434021|723100|68198
1500000US340270434022|636100|47617
1500000US340270434023|709200|53717
1500000US340270434024|871300|124060
1500000US340270435001|431400|240753
1500000US340270435002|-666666666|-222222222
1500000US340270435003|575000|278424
1500000US340270436011|582200|84992
1500000US340270436012|466700|60353
1500000US340270436013|455900|220460
1500000US340270436021|829700|169277
1500000US340270436022|653400|138429
1500000US340270437001|487500|56586
1500000US340270437002|467200|136674
1500000US340270437003|869100|94209
1500000US340270438011|620900|14508
1500000US340270438012|456000|74068
1500000US340270438021|553800|58434
1500000US340270438022|-666666666|-222222222
1500000US340270438023|-666666666|-222222222
1500000US340270439001|1468800|221446
1500000US340270439002|393800|29080
1500000US340270439003|1581000|204393
1500000US340270440001|1250000|281742
1500000US340270440002|1157100|320430
1500000US340270440003|965400|257761
1500000US340270440004|902400|162942
1500000US340270441011|779000|97428
1500000US340270441012|685100|35318
1500000US340270441021|657900|46597
1500000US340270441022|603600|41391
1500000US340270441023|714800|91461
1500000US340270442001|1339000|300508
1500000US340270442002|1051900|255341
1500000US340270443001|343400|35335
1500000US340270443002|329800|112230
1500000US340270443003|402800|51426
1500000US340270443004|474000|31895
1500000US340270444011|484400|73187
1500000US340270444012|424400|51768
1500000US340270444013|605300|75634
1500000US340270444031|495500|35485
1500000US340270444032|398000|33740
1500000US340270444041|443100|30079
1500000US340270444042|438500|18334
1500000US340270445021|423500|44403
1500000US340270445022|458300|23312
1500000US340270445031|357000|84212
1500000US340270445032|355100|54696
1500000US340270445041|508300|62522
1500000US340270445042|429800|57372
1500000US340270446011|397200|132371
1500000US340270446012|467500|27012
1500000US340270446021|440700|42899
1500000US340270446022|372800|42978
1500000US340270446023|435300|37390
1500000US340270447011|407900|82113
1500000US340270447012|347500|67148
1500000US340270447013|337100|35099
1500000US340270447021|388000|67334
1500000US340270447022|545300|64931
1500000US340270447023|353200|72439
1500000US340270448001|315800|86535
1500000US340270448002|371800|40071
1500000US340270448003|390500|72333
1500000US340270449001|357900|56438
1500000US340270449002|294100|58140
1500000US340270449003|369000|37973
1500000US340270449004|352800|57657
1500000US340270450001|405500|60523
1500000US340270450002|315500|146200
1500000US340270450003|321700|61907
1500000US340270450004|350000|79115
1500000US340270451001|307900|44813
1500000US340270451002|362000|239384
1500000US340270451003|373500|29286
1500000US340270451004|282600|67699
1500000US340270451005|383500|78746
1500000US340270452001|401500|57447
1500000US340270452002|367300|18416
1500000US340270453001|390400|95075
1500000US340270453002|346300|29883
1500000US340270453003|363500|39581
1500000US340270454021|360300|27580
1500000US340270454022|392800|35018
1500000US340270454023|391400|54390
1500000US340270454024|-666666666|-222222222
1500000US340270454031|379000|49096
1500000US340270454032|380800|24877
1500000US340270454041|385000|25539
1500000US340270454042|470000|95511
1500000US340270455011|557400|40263
1500000US340270455012|461500|27964
1500000US340270455013|432000|25475
1500000US340270455031|555400|47456
1500000US340270455032|483600|48553
1500000US340270455041|535600|83241
1500000US340270455042|377700|64275
1500000US340270455043|584400|35431
1500000US340270456031|593400|86527
1500000US340270456032|-666666666|-222222222
1500000US340270456033|450800|119759
1500000US340270456034|-666666666|-222222222
1500000US340270457011|500000|94327
1500000US340270457012|688600|53662
1500000US340270457013|756500|189327
1500000US340270457014|764800|78953
1500000US340270457031|744900|73182
1500000US340270457032|653000|22089
1500000US340270457041|616500|29912
1500000US340270457042|668900|30383
1500000US340270457043|689200|38874
1500000US340270458041|976800|82567
1500000US340270458042|1133400|208373
1500000US340270458043|1198500|371032
1500000US340270459011|640400|33261
1500000US340270459031|868300|147925
1500000US340270459032|911500|319545
1500000US340270459041|759400|104632
1500000US340270459042|793900|105461
1500000US340270460001|341600|17964
1500000US340270460002|349500|19871
1500000US340270461031|464500|20235
1500000US340270461032|450000|53631
1500000US340270461033|-666666666|-222222222
1500000US340270461041|550500|69414
1500000US340270461042|533600|84663
1500000US340270461043|187000|115654
1500000US340270461044|368100|49529
1500000US340270461071|351200|39820
1500000US340270461072|-666666666|-222222222
1500000US340270461081|300600|46915
1500000US340270461082|-666666666|-222222222
1500000US340270461083|401600|183129
1500000US340270461091|476000|35042
1500000US340270461092|499500|161971
1500000US340270461101|474300|30520
1500000US340270461102|457900|38479
1500000US340270461103|559100|49146
1500000US340270462011|582300|54620
1500000US340270462012|601200|34880
1500000US340270462013|421900|86480
1500000US340270462014|574000|99825
1500000US340270462021|607700|37519
1500000US340270462022|581000|54606
1500000US340270462971|638800|37786
1500000US340270462972|638900|63067
1500000US340270462981|449000|18919
1500000US340270462982|627300|47218
1500000US340270462983|622400|34700
1500000US340270464001|661200|51778
1500000US340270464002|1050000|174823
1500000US340270464003|727800|77757
1500000US340270465001|612800|33575
1500000US340270465002|491200|49811
1500000US340270465003|224800|6858
1500000US340270465004|577600|68766
1500000US340297101011|905900|88548
1500000US340297101012|828500|126908
1500000US340297101013|715800|176990
1500000US340297101021|750000|112379
1500000US340297101022|1013500|128548
1500000US340297101023|810600|229922
1500000US340297111001|613300|90490
1500000US340297111002|483800|72043
1500000US340297111003|578800|81731
1500000US340297112001|555900|67356
1500000US340297112002|513500|78982
1500000US340297112003|497800|86457
1500000US340297113001|479100|37507
1500000US340297113002|467100|35868
1500000US340297113003|463800|51312
1500000US340297114001|593200|171312
1500000US340297114002|656600|75598
1500000US340297114003|505100|81847
1500000US340297114004|479500|50749
1500000US340297130001|432100|38842
1500000US340297130002|433100|33780
1500000US340297130003|403500|38890
1500000US340297131001|355700|38791
1500000US340297131002|361200|62812
1500000US340297131003|313700|57440
1500000US340297132011|492100|42718
1500000US340297132012|445300|57093
1500000US340297132021|327100|50616
1500000US340297132022|444900|20020
1500000US340297132031|348300|21995
1500000US340297132032|250500|113291
1500000US340297133001|274400|37588
1500000US340297133002|350500|90680
1500000US340297133003|303400|75058
1500000US340297134011|217000|43207
1500000US340297134012|298900|46304
1500000US340297134013|348800|72325
1500000US340297134014|419400|50215
1500000US340297134021|292100|64375
1500000US340297134022|334900|33681
1500000US340297135001|502000|73310
1500000US340297135002|410400|39302
1500000US340297136001|373700|16209
1500000US340297136002|396100|39630
1500000US340297137001|659300|132750
1500000US340297137002|532900|94341
1500000US340297138001|446500|38099
1500000US340297138002|314200|48583
1500000US340297139001|360400|39844
1500000US340297139002|348500|25694
1500000US340297139003|317900|113406
1500000US340297139004|336900|38942
1500000US340297139005|305900|48033
1500000US340297140001|420800|33132
1500000US340297140002|460500|67803
1500000US340297140003|403900|43040
1500000US340297140004|373500|58256
1500000US340297140005|347600|30470
1500000US340297140006|376300|38953
1500000US340297141001|312300|20267
1500000US340297141002|365300|75520
1500000US340297142001|402300|55237
1500000US340297142002|300000|93867
1500000US340297142003|344600|38246
1500000US340297142004|424700|81923
1500000US340297142005|534500|99213
1500000US340297143001|387400|56372
1500000US340297143002|545200|73422
1500000US340297150011|413800|86190
1500000US340297150012|797600|425602
1500000US340297150021|599800|142473
1500000US340297150022|511400|194228
1500000US340297152011|-666666666|-222222222
1500000US340297152012|705500|122301
1500000US340297152013|792200|209236
1500000US340297152014|841100|117819
1500000US340297152021|588400|151303
1500000US340297152022|-666666666|-222222222
1500000US340297153011|340800|84994
1500000US340297153012|443000|350104
1500000US340297153013|-666666666|-222222222
1500000US340297153014|-666666666|-222222222
1500000US340297153031|587100|199646
1500000US340297153032|-666666666|-222222222
1500000US340297153041|-666666666|-222222222
1500000US340297153042|-666666666|-222222222
1500000US340297153043|350000|348468
1500000US340297154011|658900|264928
1500000US340297154012|600600|201261
1500000US340297154013|674700|137154
1500000US340297154031|-666666666|-222222222
1500000US340297154032|534100|338151
1500000US340297154041|453300|30388
1500000US340297154042|889700|188038
1500000US340297155011|636800|49134
1500000US340297155012|727100|290231
1500000US340297155021|399000|115909
1500000US340297155022|477800|104659
1500000US340297155031|471600|141763
1500000US340297155032|590100|188002
1500000US340297156001|578600|61209
1500000US340297156002|855700|57836
1500000US340297156003|826300|154621
1500000US340297157011|457200|60344
1500000US340297157012|495400|388128
1500000US340297157013|-666666666|-222222222
1500000US340297157021|438400|68919
1500000US340297158001|685900|90489
1500000US340297158002|523100|114207
1500000US340297159011|174400|77782
1500000US340297159012|340000|41539
1500000US340297159021|147500|30514
1500000US340297159022|115000|11367
1500000US340297159023|157800|67857
1500000US340297159024|120300|28601
1500000US340297160001|129600|37633
1500000US340297160002|300900|31336
1500000US340297170011|398200|59251
1500000US340297170012|410900|62649
1500000US340297170021|409000|52630
1500000US340297170022|530700|80077
1500000US340297170023|581900|87940
1500000US340297171011|425700|74884
1500000US340297171012|494200|59297
1500000US340297171013|687000|93618
1500000US340297171021|446500|16279
1500000US340297171022|297400|39024
1500000US340297172001|558600|61183
1500000US340297172002|554500|51246
1500000US340297172003|551300|112592
1500000US340297172004|565300|37649
1500000US340297172005|-666666666|-222222222
1500000US340297173001|620600|29186
1500000US340297173002|400900|99255
1500000US340297173003|592700|58850
1500000US340297174001|344700|126402
1500000US340297174002|519200|121955
1500000US340297174003|-666666666|-222222222
1500000US340297175011|387700|38581
1500000US340297175012|323000|41449
1500000US340297175013|215100|26072
1500000US340297175014|292500|84595
1500000US340297175015|453400|71666
1500000US340297175021|349300|154612
1500000US340297175022|477600|118463
1500000US340297175023|472200|47751
1500000US340297175024|472200|19778
1500000US340297180001|327900|209192
1500000US340297180002|357600|119629
1500000US340297180003|531300|72501
1500000US340297180004|364100|49610
1500000US340297200011|371200|29837
1500000US340297200012|152400|26852
1500000US340297200013|283500|99003
1500000US340297201021|119700|20890
1500000US340297201022|113300|75347
1500000US340297201023|167900|21281
1500000US340297201024|79700|18860
1500000US340297201041|91700|20306
1500000US340297201042|78700|6385
1500000US340297201043|107500|36276
1500000US340297201051|379800|31136
1500000US340297201052|134500|84708
1500000US340297201061|41800|37770
1500000US340297201062|159800|24488
1500000US340297201071|175000|47180
1500000US340297201072|79500|26477
1500000US340297202021|143100|70543
1500000US340297202022|203300|20260
1500000US340297202023|187200|30286
1500000US340297202031|224400|27127
1500000US340297202032|373600|27534
1500000US340297202041|339900|53812
1500000US340297202042|384200|37295
1500000US340297202043|379200|46256
1500000US340297202051|396800|37784
1500000US340297202052|277100|17920
1500000US340297202053|252100|27978
1500000US340297202061|67400|20756
1500000US340297202062|400200|43039
1500000US340297202063|413500|26201
1500000US340297210001|193600|25425
1500000US340297210002|191300|31956
1500000US340297210003|275000|23656
1500000US340297220011|258800|68500
1500000US340297220012|438400|59574
1500000US340297220013|324500|31607
1500000US340297220031|163800|97705
1500000US340297220032|466800|203438
1500000US340297220033|672900|502941
1500000US340297220041|466700|426339
1500000US340297220042|312200|75193
1500000US340297221001|357500|19058
1500000US340297221002|646200|89169
1500000US340297221003|695400|108157
1500000US340297221004|593000|211759
1500000US340297222001|251300|25502
1500000US340297222002|212800|24293
1500000US340297222003|176300|104318
1500000US340297223001|416900|68713
1500000US340297223002|540800|69976
1500000US340297224010|-666666666|-222222222
1500000US340297224011|511000|127566
1500000US340297224012|364100|34015
1500000US340297224013|433000|26449
1500000US340297224014|476300|138084
1500000US340297224021|445500|67019
1500000US340297224022|325800|112594
1500000US340297224023|433000|107357
1500000US340297225000|-666666666|-222222222
1500000US340297225001|945600|100082
1500000US340297225002|747600|130111
1500000US340297225003|494200|80005
1500000US340297226001|441400|45965
1500000US340297226002|328700|25410
1500000US340297226003|525000|375980
1500000US340297227011|429700|41646
1500000US340297227012|442800|30522
1500000US340297227013|450000|48161
1500000US340297227021|377200|50425
1500000US340297227022|294000|32616
1500000US340297227023|454600|31300
1500000US340297228001|357200|26372
1500000US340297228002|-666666666|-222222222
1500000US340297228003|-666666666|-222222222
1500000US340297229001|385400|60388
1500000US340297229002|342900|25914
1500000US340297230001|350200|22212
1500000US340297230002|371500|53406
1500000US340297230003|-666666666|-222222222
1500000US340297230004|341300|35814
1500000US340297231001|339900|25470
1500000US340297231002|413300|228744
